OptimNumber,lambda0,lambda1,mu0,mu1,rho,q01,q10,e0,e1,nloglike,Comments
468,0.111872453,0.022512938,0.113395678,0.017906179,0.023264311,0.014964119,0.005916005,2711.350617,588.1430169,13210.62755,
369,0.095060707,0.018929567,0.111642465,0.027647631,0.021079033,0.009422773,0.00647497,13066.09561,4.691330677,13210.87256,
1,0.127287873,0.004143991,0.157492052,0.01952664,0.020760785,0.017612273,0.009163888,675.6166057,894.8529194,13212.16311,
24,0.173925581,0.005395781,0.176465239,0.015740542,0.017755308,0.017874348,0.007494655,1740.083985,18.90671431,13212.16388,
79,0.160710923,0.006960777,0.158922985,0.021767181,0.020500441,0.016226506,0.006527569,26.70790764,44.16119356,13214.99819,
179,0.215467959,0.003547775,0.247839259,0.00803886,0.01717563,0.025033229,0.013146927,1229.391385,2.267819421,13215.66786,
364,0.205985728,0.005256271,0.232630029,0.006393938,0.017492582,0.024247463,0.013049254,710.9636427,0.915666238,13217.19306,
355,0.164443422,0.002361326,0.234435187,0.005041718,0.016693245,0.026106427,0.010145138,24.2274559,2.047696691,13217.699,
110,0.201959073,0.000382898,0.241700512,0.004037676,0.017278234,0.031159876,0.016075273,19.86640964,7.255507263,13220.09358,
300,0.085772928,0.012406986,0.090359084,0.021096972,0.022291356,0.015117718,0.005608613,1078342.253,5.065779349,13221.84267,
386,0.235191605,0.001182444,0.274879724,0.004489473,0.016172935,0.028417779,0.016492025,2.417640673,4.401615655,13222.8358,
113,0.243232368,0.000142977,0.249135015,0.008543616,0.016670691,0.027018794,0.014256148,3.995749125,0.010338186,13223.93496,
388,0.098981893,0.003412843,0.113672894,0.022061021,0.019444132,0.016756255,0.008800346,488535.9683,117.3146867,13224.92804,
329,0.046176079,0.017743994,0.095702582,0.025716492,0.021400251,0.012816206,0.004663683,60471.76163,0.794175334,13225.63223,
460,0.233940664,0.0065487,0.245876711,0.004173622,0.017448663,0.02599812,0.013003464,2341.065527,3.285234372,13226.55966,
57,0.113562924,0.01033807,0.121229922,0.028663002,0.01464796,0.010330938,0.004813355,2.170244716,1.117264621,13228.75014,
121,0.300175194,0.000137283,0.328306381,0.005653771,0.016643897,0.031692225,0.021172996,4.751007544,0.043142592,13234.3532,
131,0.269447981,0.003520587,0.295343047,0.002558704,0.017210236,0.028989391,0.01632143,8.452829309,22.88515615,13236.74786,
263,0.210563341,0.002718703,0.250922336,0.001501374,0.016222668,0.031758425,0.017004266,10378.54016,0.142720749,13238.1768,
332,0.28162779,0.005405289,0.313092307,0.00380811,0.013868087,0.026994378,0.010314108,119.8012276,69.5922732,13238.50614,
229,0.15759352,0.002851866,0.189181498,0.009244133,0.017072931,0.02463754,0.008676522,68998.71628,13.71639213,13239.50325,
248,0.147632142,0.007106535,0.166815617,0.019886852,0.019358352,0.015026784,0.007682631,9041183.576,0.078507687,13241.72288,
41,0.128313566,0.015599598,0.128525059,0.027930372,0.02074789,0.005932585,0.007021648,1073.956838,389.313973,13241.94471,
310,0.224332698,9.75E-08,0.266546972,0.006173384,0.015319998,0.028006597,0.013702996,1921.579027,827.8205038,13247.49516,
218,0.22385108,0.003626351,0.267644947,0.000155223,0.017560642,0.034690514,0.020684196,1494.454378,100.9015326,13248.67922,
68,0.232757527,0.002800208,0.271289776,0.000156856,0.016117926,0.037606417,0.020093048,197.6118833,2.601468267,13248.81763,
281,0.271944648,0.000129955,0.287597798,0.000782441,0.016048846,0.036086566,0.021689481,623.4148551,227.6155629,13249.26954,
412,0.293252949,0.004756564,0.300938487,0.00382202,0.017140989,0.029666383,0.015515019,2.893125694,13.16788623,13249.33758,
350,0.23823215,0.000476446,0.279460189,0.004587106,0.014734878,0.029736046,0.014987456,354.4482962,1530.845623,13251.1265,
205,0.150778272,0.000494886,0.141324969,0.024969127,0.019935493,0.017331639,0.005840523,5729.348624,5061.915747,13252.52948,
309,0.176754072,0.002275013,0.207155472,0.004576919,0.017180672,0.032817827,0.014863038,271690.7143,0.664137939,13253.03835,
249,0.045478831,0.007431076,0.083252557,0.028216738,0.022642021,0.017175477,0.003648804,1629894.855,10.984507,13254.7298,
444,0.141008184,0.008512172,0.148093641,0.018663869,0.018525511,0.012328369,0.012002561,31224.56834,0.000895117,13255.02701,
314,0.209892463,0.002423028,0.259623625,4.46E-18,0.015620453,0.036415106,0.019653339,589048.1043,132851.7483,13258.94924,
352,0.159653993,0.000654853,0.23384909,0.002267617,0.016513764,0.033049448,0.020686591,99677639.04,899.102954,13261.48112,
481,0.24093492,0.003563831,0.280252652,1.73E-08,0.015924447,0.035251423,0.018941257,29168.62704,5304.647222,13261.55727,
325,0.344754393,0.001155599,0.338087719,0.005543157,0.016941224,0.032570664,0.013489141,11.77238805,35.01315126,13262.50911,
464,0.176264066,5.39E-06,0.208290428,0.0156093,0.016911473,0.020491672,0.012887096,394.3588697,16.91733654,13266.2275,
50,0.144192635,6.02E-05,0.190935703,0.012100107,0.017731205,0.025113239,0.015614457,185391.2143,111.1237587,13268.41687,
69,0.102033547,0.008787608,0.157286552,0.022628592,0.015356487,0.016940366,0.015145425,79.66043859,1.049647819,13270.29791,
58,0.19920758,0.013239814,0.191307366,0.007854789,0.016632768,0.024134249,0.009851682,6.86053055,22.0294575,13270.95126,
402,0.17976777,0.010742721,0.215044373,0.001501268,0.019191563,0.028495296,0.009278041,5.947634122,3.226069139,13272.16753,
6,0.042719435,0.012142728,0.119158046,0.020840541,0.015460995,0.012079221,0.005029616,54.67741086,227.2861526,13274.17474,
365,0.277119054,0.00515478,0.295007914,0.001150214,0.016149048,0.031558062,0.017142428,3331543.838,0.054484014,13274.97648,
401,0.037291956,0.01724176,0.125058218,0.016710382,0.022853528,0.014600849,0.007961659,1397608.556,0.229315038,13275.23298,
175,0.243019866,0.002819606,0.278506211,1.67E-05,0.016550017,0.03534409,0.021297301,6351.030966,0.130784191,13278.75358,
391,0.036537774,0.015562225,0.078596802,0.047908377,0.018287358,0.013040351,0.004892166,372.3420443,2.816016078,13280.11977,
290,0.16589588,0.014950957,0.172814696,0.007820047,0.017831786,0.018084258,0.013996464,3845757.498,85.34720342,13283.35287,
81,0.069798477,0.000401365,0.076835085,0.028813315,0.023050841,0.017868783,0.003952632,43242.35098,11020.95832,13284.17461,
169,0.098606367,1.30E-05,0.143379416,0.032175544,0.018816546,0.014229288,0.00822156,204.4221529,6.358599364,13287.47951,
387,0.099668967,9.93E-05,0.189014573,0.004678969,0.018059894,0.031114576,0.012057521,124.1683995,0.040279966,13287.69541,
377,0.249371143,8.95E-07,0.296232391,0.005252765,0.016705803,0.030762918,0.020814327,1959348.122,2.439266728,13287.71478,
72,0.182908742,0.000380775,0.266361708,0.001828363,0.017007946,0.035293137,0.019511792,589840329.8,6.572622213,13290.80497,
192,0.059371064,0.001498244,0.116927592,0.034365466,0.020869672,0.008919099,0.010226439,5239.235173,2.06157342,13292.41218,
395,0.158473334,0.01740469,0.191427746,0.001549694,0.018955997,0.017922345,0.012876621,113.8689854,108.9053202,13293.72794,
44,0.011217434,0.011585148,0.108218498,0.024130769,0.023097405,0.017718262,0.008573695,412.6503961,18.39065301,13294.29336,
366,0.174905079,0.019307218,0.20381832,0.004689068,0.022625544,0.013544246,0.012223515,2519.07257,671.5517299,13294.61807,
168,0.212550009,0.003578427,0.25526568,5.71E-05,0.012537148,0.032682471,0.021142406,15559.8362,0.002117894,13298.47857,
78,0.275237162,0.007647214,0.34886947,0.001553843,0.017611405,0.025439936,0.01968525,49002.76707,0.040745442,13298.76114,
61,0.046216727,0.027757047,0.090537797,0.022405022,0.024232324,0.005070419,0.00709955,14.01757513,22.3025958,13302.4847,
180,0.038555863,0.004602471,0.093878286,0.038482536,0.024166897,0.014322331,0.011070076,1905609.287,9.830243672,13308.63576,
32,0.104645684,0.029162609,0.077082169,0.025812292,0.022304611,0.01712154,0.001515934,408.9592736,592.1936745,13309.99485,
8,0.602232693,0.000911919,0.61534055,0.003645569,0.017746115,0.027581632,0.016010876,295.7059807,23.37700797,13310.57961,
288,0.130980279,0.001297195,0.286997543,0.002042278,0.016278609,0.044946861,0.018755259,30240.59741,0.047129573,13311.45401,
361,0.098088801,3.40E-05,0.151204174,0.026367546,0.019979499,0.020157456,0.006926108,987565.0316,8.288863125,13311.47849,
315,0.067426538,0.010229622,0.119622122,0.022733256,0.022445707,0.012075907,0.007005762,26.51597763,4899.840472,13312.30063,
276,0.268126495,0.000144377,0.307006,2.25E-05,0.015476786,0.037608075,0.023396075,6921570.475,8.943099683,13315.98672,
414,0.232294041,4.56E-05,0.282144739,1.89E-06,0.015039782,0.039499922,0.025004113,394792.6519,0.782525209,13317.06613,
489,0.259882133,1.20E-07,0.294261851,1.27E-09,0.015172047,0.041031974,0.024506984,6508.257777,19140.9268,13318.85413,
331,0.042462182,0.010232086,0.16272763,0.00776427,0.015438148,0.018739825,0.01111903,276293.592,129.2814001,13320.52913,
354,0.039263054,0.008553629,0.200093087,0.004248357,0.019844566,0.029934468,0.016492325,26608.09355,160.1738013,13326.03347,
499,0.142844979,1.57E-05,0.179281538,0.018860062,0.018975875,0.021486061,0.010457779,302.182883,5035.102793,13328.95505,
334,0.057412849,3.93E-05,0.20356793,0.005194937,0.017671846,0.034909844,0.020686998,18.15841036,0.057784497,13335.82563,
166,0.209424997,5.17E-07,0.262843212,1.55E-07,0.015785089,0.041903193,0.026009928,113737424.3,17.51517789,13339.63101,
475,0.102157411,0.002919444,0.175901618,4.90E-09,0.022196399,0.037512117,0.017805626,7.07E-09,0.194003642,13344.01693,
425,0.087049798,0.018652672,0.074801648,0.030891641,0.019685328,0.003120484,0.009291328,4015.066709,351.8546968,13345.86405,
490,0.212700557,0.016671936,0.240261951,0.010731497,0.019921107,0.010225454,0.012279358,17799349.4,7.447006155,13347.62971,
466,0.042177602,0.001400968,0.241696423,0.007949736,0.018220437,0.028510112,0.013512542,23180.46902,58.33926086,13347.87034,
231,0.081703144,0.001597654,0.22634134,3.69E-06,0.016283469,0.044607378,0.033711123,9792.479953,107.9862758,13355.24185,
470,0.858844814,0.002937021,0.879538873,0.006900291,0.013026667,0.026834447,0.014206892,15.96429822,4.46706265,13358.67371,
139,0.217759301,0.018576006,1.83E-07,0.123032547,0.049385891,0.005761263,0.007499006,2.74724E+15,3869.318956,13359.56141,
211,0.176787116,0.000571098,0.215247572,0.015800897,0.020145152,0.022174193,0.016752691,0.684518527,66.05192971,13360.90531,
419,0.301462701,0.005415323,0.349783399,0.000560363,0.015280972,0.028246565,0.015107817,10.65065462,964.6684235,13363.47082,
339,0.009475986,0.010767501,0.132558069,0.022459635,0.019219964,0.011690663,0.009963175,225.863264,2187.900097,13364.19851,
176,0.125221469,0.005005734,0.192505779,2.05E-05,0.012811831,0.054044256,0.030071533,36619.88308,2.751812796,13376.05657,
333,0.003426422,0.017929231,0.156599681,0.024728883,0.019699392,0.014469625,0.005520828,106348.7345,11.08918573,13378.8185,
34,0.34494121,0.009805228,0.374473246,0.00127794,0.016365153,0.025144975,0.013081689,183.1703126,18666.12739,13385.72557,
111,0.175231849,0.000270566,0.243284552,2.05E-05,0.018039802,0.046361085,0.027518043,26098.44974,1986190.257,13390.56702,
45,0.254962097,4.34E-05,0.155832635,0.017115817,0.020434867,0.024916264,0.020306945,428349658,1887.999988,13401.99322,
400,0.197149215,0.018049913,0.248534385,0.003621708,0.024168176,0.035336934,0.01762815,40524930.65,8.25E-05,13403.76091,
457,0.004369178,0.00735947,0.286766712,0.008733801,0.019835872,0.023920129,0.011439278,915.2366861,47.13608369,13404.24427,
