Simulation_number,lambda0,lambda1,mu0,mu1,rho0,rho1,q01,q10,e0,e1,nloglike,Comments
12,0.050637019,0.017575845,0.067950609,0.035908128,0.030228731,0.016481807,5.306849046,4.833316372,0.272037015,50.9904577,14983.10352,
69,0.043219805,0.029534417,0.012085588,0.086538506,0.004354349,0.040227771,1.418716461,1.476486169,0.11246885,91.54246372,14983.29018,
378,0.028364576,0.00068282,0.015569068,0.094895624,0.041027029,0.005709961,225.2121409,218.2906244,1.121817859,2.815333542,14984.97244,
5,0.01653721,0.062303014,1.29E-05,0.077013446,0.019472817,0.025741063,176.7862994,155.5393743,0.062240975,2.905695551,14985.75192,
14,0.003469683,0.039538952,0.021904003,0.087134865,0.031644672,0.014463035,635.0861894,520.7772818,1.944523096,23.95123316,14988.54695,
235,0.126214251,0.03219125,0.10251289,0.008540209,0.039802648,0.010392898,4.248693518,3.4065837,0.001270118,6.272711473,14988.84524,
373,4.915501314,0.03672875,5.307918662,0.009705278,0.092295611,9.15E-10,0.045841502,0.017300802,424614981.9,12.02567725,14990.20395,
201,0.007365271,0.063257793,0.031696655,0.071154203,1.59E-05,0.039975452,1054.252425,954.0737184,68486458.81,0.031376194,14990.55426,
76,0.002831918,0.063526751,0.085085047,0.016877761,3.66E-05,0.041709847,4193.923801,3737.41521,8079560.052,7.17E-08,14992.52472,
453,0.045140353,0.030949203,4.40E-05,0.089701498,0.047383785,5.35E-11,435134.8916,384413.8727,3.252926925,81.35320831,14995.19087,
422,0.086522806,0.002039312,0.090270041,6.47E-09,0.000684399,0.049634315,18878.99484,17688.51978,1.132761733,20.07478563,14996.13492,
462,0.022843125,0.036086392,0.086347114,0.031126537,0.045958552,0.000126822,154.8271371,136.5152093,7.669692521,236.0216292,15000.64731,
398,0.023318082,0.039168863,0.103295741,0.00803109,0.046539584,0.005567709,7026.50115,5683.402065,0.001883202,0.585592557,15002.92649,
126,0.033440551,0.035050636,3.46E-06,0.088438617,0.033809513,0.010606864,26.51646582,23.3147095,0.028869631,5.641377824,15004.25994,
428,0.029784968,0.064482264,0.014859175,0.050953996,1.31E-05,0.053175534,62.13731022,49.33227485,2020.481251,0.044745737,15005.57184,
52,0.005500403,0.069110672,0.105831723,0.0043977,0.050989352,0.000148473,7432.362581,6810.972372,0.027506715,0.32090442,15006.3699,
101,0.586257139,0.03421352,0.754789102,0.071093911,0.033646804,6.39E-09,0.005016265,0.016472395,149253096.8,428468.6156,15014.22572,
195,0.00075412,0.05546327,0.089796505,0.026560058,0.044539174,4.23E-06,27.48305843,24.5422687,3.908121325,289.774558,15015.36444,
127,0.02142584,0.003528443,0.099130963,0.03472389,0.047940034,8.43E-05,4586.670342,3957.684868,0.644376963,3.566761021,15025.05263,
278,0.02599877,0.059717411,0.067001778,0.038016968,0.001001835,0.042553899,0.767666479,0.783028422,5.327770104,297.0826367,15029.3228,
280,0.065142172,0.001071824,0.000100431,0.096883079,0.050368246,0.004838339,58.5008014,55.31991594,27.27659991,2515.714246,15041.25516,
413,0.10793018,0.04618725,0.114381972,0.000942502,0.073205438,0.001105405,4.816848458,3.222966764,0.142701424,53.5418472,15044.77732,
304,0.092244172,0.00435469,0.000722966,0.098856115,0.034507901,0.001309584,32.07095353,30.55118589,5981.178385,571102.0183,15053.90959,
384,6.26E-05,0.067044053,0.464162218,0.038861177,0.063843739,0.000838941,0.796387176,0.303930214,13011575.67,0.04034999,15061.44091,
28,0.139355248,0.050866407,0.048305084,0.005021167,0.047392552,0.006764118,7.259685383,6.035394713,226.8516943,0.037991623,15061.66877,
269,0.096739863,0.053966541,0.062290127,0.000294108,0.054799078,2.20E-05,39.00555222,32.45889861,0.719370874,5.049921506,15064.88302,
400,9.667467121,0.146849793,10.55847081,0.052880943,0.031042866,0.006624317,0.002520483,0.0050387,464.8859076,1.648692902,15066.89324,
56,0.042217721,0.1394761,0.037816993,0.080752362,1.13E-08,0.043560649,2018598.106,2097348.242,2.38E-08,0.036215211,15074.19616,
197,0.028438151,0.044183619,0.100767429,0.007902118,0.000396857,0.039553611,7053.401089,6229.022199,0.003069297,167.6463937,15088.72741,
468,0.002529521,0.147278415,0.001440344,0.134016314,0.036770852,0.000215539,0.387543622,0.374871742,0.390253221,660.450943,15095.74187,
332,0.009083194,0.126645952,0.024363553,0.092462143,0.064944025,0.005099159,11.78191036,11.96721798,180.4614154,127.5369735,15099.20644,
348,0.050192458,0.016781832,0.026028131,0.090372084,3.10E-05,0.050500251,105.0926765,98.58743284,2.136646957,1361.701312,15104.12458,
172,0.070397136,0.057085093,0.000115844,0.073867948,0.043516671,0.017245871,2.316548525,1.8884056,0.622893667,920.9053011,15109.30787,
435,0.005946922,0.000866974,0.039114166,0.118844685,0.027797048,0.011707618,29.98826968,29.97649405,15622.02453,81.38324477,15111.86318,
124,55.7254012,0.029061031,61.40860335,0.026499058,0.100512753,0.000303672,0.025162202,0.014676856,1180001.14,0.012394802,15125.30949,
106,0.253554913,0.001979984,0.490006455,0.00060454,0.064913915,0.00877016,2.312251464,0.814609326,41.91380835,263.940853,15126.15199,
44,0.07784168,0.056124318,0.066043996,0.000154,0.054683232,0.002087521,176.2204739,169.7050529,0.297528429,33.2848187,15129.38412,
440,27.81608357,0.015036657,30.21260656,0.029826166,0.045924537,0.000497066,0.004055168,0.028362003,1122.025445,95.3821342,15140.67529,
16,0.025449021,0.097736633,0.003604051,0.07203059,0.05137815,9.53E-06,13624.14902,13378.52677,0.020357877,9.238033434,15140.8629,
415,0.035015806,0.010749011,0.000443921,0.08996253,0.024909611,5.13E-09,160.6738841,167.804153,89678322757,3.092625791,15148.90895,
475,0.033532974,0.039691487,0.002369079,0.10262646,5.24E-20,0.053798278,0.31055056,0.356684608,1.86E-09,12235.72839,15165.41454,
306,0.115016415,0.909661705,0.127583039,0.931558788,0.036803567,0.030928723,0.009699117,0.002299218,23.57276793,1176.358519,15173.12118,
262,0.006143654,0.076987027,0.091172187,0.011417322,0.000786758,0.04015854,34.84631461,32.56481825,0.360070892,11391.49073,15174.08671,
494,0.226781031,0.003305392,0.023982909,0.151251946,0.007648476,0.031672835,83648.25409,62258.33986,0.76544001,0.00118856,15184.09849,
357,0.002786413,0.202916657,0.176087005,0.001615376,0.039128179,2.04E-05,44.36400674,40.22063722,94.50640109,711.7383278,15185.32492,
111,0.166508891,0.008548195,0.000728196,0.044765714,0.047827553,0.003530615,109.9710373,105.7939038,20.58172368,347.1119383,15187.43415,
186,0.026469482,0.059068199,0.123553336,0.036539112,0.053599866,3.47E-06,2.586855948,1.864697348,584.0426962,276080475,15188.1053,
156,0.040976088,0.033359854,0.002207938,0.094550638,0.011733517,0.030987345,464.5864659,422.403692,0.009778222,8044.832351,15201.17239,
162,0.026678739,0.153269932,0.002297184,0.026553946,3.70E-05,0.0412038,2.753596112,2.203624801,518.3223189,1.048077225,15224.46019,
366,0.007933188,0.076385816,2.75E-06,0.113381272,0.006702702,0.041126978,2.223094368,2.370948643,0.139778135,1057754.921,15234.10107,
495,0.002351995,0.059540469,0.07259804,0.062619795,0.000107832,0.048872635,8.148901107,8.726036654,0.360819413,89566.83363,15279.12246,
327,0.011567845,0.226221372,0.01652504,0.214183632,0.045017766,1.41E-09,0.064942816,0.051855179,0.000243464,3255.268404,15296.67719,
412,0.066684745,0.006524624,0.011381505,0.10200958,0.019781385,0.026308661,428.4856433,399.6498676,0.035809535,169682.0359,15296.94868,
41,0.058394589,0.663879571,0.000263081,0.540633553,0.028477665,0.007835673,0.038699686,0.0007621,433591644.5,2603.576686,15341.42571,
136,0.111844537,0.000505704,0.028344926,0.272865069,0.000785511,0.033956052,77316.93246,114210.1977,0.176976755,0.068612762,15355.72491,
168,0.008896205,0.193709853,0.202465394,0.009326374,0.00015986,0.049893748,7.053453993,5.130550704,62.02634307,8991.11733,15383.90419,
282,0.005780704,0.052881015,0.136944805,9.37E-06,0.025107635,2.88E-06,1.677049905,3.263964494,3.05122E+14,0.138974833,15394.68379,
151,0.245655377,0.000338181,0.066125721,0.021552727,0.068302337,0.04850073,0.234181941,0.013052545,1.12039E+15,3.99E-08,15433.92906,
196,0.142913106,0.079668115,4.67E-05,0.070563644,0.05596892,7.74E-11,2.34876979,1.857307545,0.00149864,9678.735234,15466.4306,
79,0.098663582,0.060532978,0.059245918,0.048150175,0.053959023,5.13E-05,4.312047134,3.526865156,0.002920426,1701519.483,15485.08418,
279,0.009482251,0.28076038,0.178167713,0.165985529,0.069545771,0.000576716,0.61533233,0.217477331,1744.17512,427.7696051,15491.84007,
108,0.23853913,0.050133561,0.163151161,0.002891624,0.075694566,0.022981538,1.006080045,1.048963309,16.30276742,159.4858242,15520.26828,
115,0.048062693,0.08016341,0.226067226,3.30E-08,0.126206025,5.98E-06,1486595240,945647931.6,0.111372342,1.351989992,15543.26006,
82,6.78E-09,0.223174614,1.31E-09,0.579917256,0.005535492,0.01770339,0.263886685,0.710127989,473.6712656,50321.82226,15599.72138,
277,0.294575089,0.003940529,0.164600703,0.041098957,2.23E-08,0.042591156,903.7356786,586.8703785,7.81E-06,89583.56415,15621.84414,
220,0.323783584,0.000716638,0.125585348,0.159250982,0.000478526,0.075167335,10590.0197,11182.19775,3.019611145,0.970250817,15649.81749,
461,0.024798222,0.347055955,0.089333986,0.257303164,0.034153412,0.001910034,3.414438141,2.626249135,0.395977388,43.22556643,15658.58919,
233,0.334166491,0.048970313,0.278923159,0.040576629,5.79E-05,0.066657259,164.175087,183.7966913,0.994295518,0.544310762,15708.07406,
477,0.106387046,0.234028289,0.063851737,0.062756753,4.02E-07,0.05305995,97.4793033,213.4213187,185434.6637,160307.2379,15732.21456,
243,0.95798378,0.006943565,0.714574713,0.039535621,0.010956717,0.013629613,1.962468123,1.032433112,14.8881823,14.69605259,15758.38267,
57,0.251706869,0.001594933,4.64E-07,0.340090339,2.76E-06,0.042666308,9680998826,14825166287,18.33992904,44499.7351,15760.11951,
203,0.45730373,0.000730779,0.004514615,0.109089311,0.081390928,7.51E-05,143587.21,45142.7307,7897127320,6.44117476,15818.4473,
451,0.596913873,0.045841555,0.572952241,0.002339077,0.130876002,8.87E-09,7.082478661,2.295104349,1347824447,0.000544752,15921.34832,
38,5.68E-05,0.11779398,0.196928008,0.03837441,0.028873145,6.40E-07,48.94043057,50.74899557,0.00012932,3618321536,15955.09818,
427,0.335522188,0.056113442,0.077586954,0.215748505,0.002527183,0.077225721,122.056213,205.9738814,204.6149595,2.485167609,15987.48305,
150,0.416242348,0.221205345,0.000358102,0.453271565,0.035997171,0.015079005,401.7948196,396.6456419,0.279846135,0.211214566,15990.49613,
293,0.040748585,0.827610516,0.036985777,0.518691169,0.009477146,0.068631267,2.155528487,4.444968677,26.13414784,0.193674447,16237.56367,
441,0.148115364,0.704800579,0.040247336,0.700803924,0.033544602,0.010808819,3.237926765,2.610712776,0.061747383,9.190301478,16334.8013,
326,0.075600615,7.008457041,0.066319776,7.464431312,0.024535396,0.030534141,0.008603637,0.019697777,0.131729581,0.024708339,16349.68723,
178,0.511807997,0.195848036,0.183849919,0.577088646,0.028830655,0.043536441,1.113335872,0.98919308,13.61534121,4.62469446,16432.3017,
381,0.119049985,12.34787561,0.003845992,13.17277077,0.032872279,0.005068673,0.016354029,0.01353896,19.33351354,105.5754778,16467.64947,
245,3.758832434,0.054483558,4.465607163,0.026492493,0.146215673,0.006907627,0.354874057,0.036223351,0.034616218,11773.61193,16510.85219,
20,1.383826212,0.073282435,1.300141175,0.077641109,0.036382158,0.017419159,9.586798978,3.510019953,1.466340322,0.635443509,16599.57087,
130,0.643913052,0.449393272,1.151403066,0.210971262,0.014325521,0.019072708,3.507711785,1.783049865,12.40699337,1.592245524,16648.10614,
225,0.006287353,1.099291894,0.057395069,0.63695182,0.002162936,0.055482609,35.90819056,70.55888209,0.003068444,3829.176535,16690.79143,
55,0.041371634,24.24044555,0.000150185,25.69460651,0.019987931,3.23E-06,0.048553809,0.046009833,97.51596593,0.48675763,16725.6903,
431,1.481663159,0.793880069,1.722776879,0.643125173,0.051831059,0.026666496,0.748656673,0.37719664,4.914542152,0.535050961,17334.95442,
138,5.041766097,0.106328538,5.680558235,0.005617726,0.070946823,0.027999131,3.194049254,1.070899632,1.238168319,0.531328197,17799.88817,
342,5.540743131,0.108017012,3.605271296,1.553932479,0.019131483,0.016986671,11.71106887,7.727133528,2.85477258,0.068118824,18068.66627,
